aah,verb
abacinate,verb
abandon,verb
abase,verb
abash,verb
abate,verb
abbreviate,verb
abdicate,verb
abduce,verb
abduct,verb
aberrate,verb
abet,verb
abhor,verb
abide,verb
abide by,verb
abjure,verb
ablactate,verb
ablate,verb
abnegate,verb
abolish,verb
abominate,verb
abort,verb
abound,verb
abound in,verb
about-face,verb
abrade,verb
abrase,verb
abreact,verb
abridge,verb
abrogate,verb
abscise,verb
abscond,verb
abseil,verb
absent,verb
absolve,verb
absorb,verb
absquatulate,verb
abstain,verb
abstract,verb
abuse,verb
abut,verb
aby,verb
abye,verb
accede,verb
accelerate,verb
accent,verb
accentuate,verb
accept,verb
access,verb
accession,verb
acclaim,verb
acclimate,verb
acclimatise,verb
acclimatize,verb
accommodate,verb
accompany,verb
accomplish,verb
accord,verb
accost,verb
account,verb
account for,verb
accouter,verb
accoutre,verb
accredit,verb
accrete,verb
accrue,verb
acculturate,verb
accumulate,verb
accurse,verb
accuse,verb
accustom,verb
ace,verb
acerbate,verb
acetify,verb
acetylate,verb
acetylise,verb
acetylize,verb
ache,verb
achieve,verb
achromatise,verb
achromatize,verb
acid-wash,verb
acidify,verb
acidulate,verb
acknowledge,verb
acquaint,verb
acquiesce,verb
acquire,verb
acquit,verb
act,verb
act as,verb
act involuntarily,verb
act on,verb
act out,verb
act reflexively,verb
act superior,verb
act up,verb
act upon,verb
action,verb
activate,verb
actualise,verb
actualize,verb
actuate,verb
acuminate,verb
ad-lib,verb
adapt,verb
add,verb
add on,verb
add to,verb
add together,verb
add up,verb
addict,verb
addle,verb
address,verb
adduce,verb
adduct,verb
adhere,verb
adjoin,verb
adjourn,verb
adjudge,verb
adjudicate,verb
adjure,verb
adjust,verb
admeasure,verb
administer,verb
administrate,verb
admire,verb
admit,verb
admix,verb
admonish,verb
adolesce,verb
adopt,verb
adore,verb
adorn,verb
adsorb,verb
adulate,verb
adulterate,verb
adumbrate,verb
advance,verb
advantage,verb
advect,verb
adventure,verb
advert,verb
advertise,verb
advertize,verb
advise,verb
advocate,verb
aerate,verb
aerify,verb
aerosolise,verb
aerosolize,verb
aestivate,verb
affect,verb
affiance,verb
affiliate,verb
affirm,verb
affix,verb
afflict,verb
afford,verb
afforest,verb
affranchise,verb
affright,verb
affront,verb
age,verb
agenise,verb
agenize,verb
agglomerate,verb
agglutinate,verb
aggrade,verb
aggrandise,verb
aggrandize,verb
aggravate,verb
aggregate,verb
aggress,verb
aggrieve,verb
aggroup,verb
agitate,verb
agnise,verb
agnize,verb
agonise,verb
agonize,verb
agree,verb
aid,verb
ail,verb
aim,verb
air,verb
air-condition,verb
air-cool,verb
air-drop,verb
air-freight,verb
air-ship,verb
air-slake,verb
air out,verb
airbrush,verb
airfreight,verb
airlift,verb
airmail,verb
airt,verb
alarm,verb
alchemise,verb
alchemize,verb
alcoholise,verb
alcoholize,verb
alert,verb
alibi,verb
alien,verb
alienate,verb
alight,verb
align,verb
aliment,verb
aline,verb
alkalify,verb
alkalinise,verb
alkalinize,verb
alkalise,verb
alkalize,verb
allay,verb
allege,verb
allegorise,verb
allegorize,verb
alleviate,verb
alligator,verb
alliterate,verb
allocate,verb
allot,verb
allow,verb
allow for,verb
allow in,verb
allowance,verb
alloy,verb
allude,verb
allure,verb
ally,verb
ally with,verb
alphabetise,verb
alphabetize,verb
alter,verb
altercate,verb
alternate,verb
aluminise,verb
aluminize,verb
amalgamate,verb
amass,verb
amaze,verb
